uuid,avaliacaoRef,idBaseRef,fazendaRef,dtcResponsavelRef,cod_fazenda,nomeFazenda,cidade_nome,estado_sigla,regiao_macro,regiao_micro,safra,epoca,dataPlantioSoja,dataColheitaSoja,latitude,longitude,altitude,nomeResponsavel,nome,dePara,status_material,tipoTeste,indexTratamento,populacao,gm,subamostra,plantas
c00604c7-abdc-4cd3-87d7-d46cbeadb423,3e1c0fb7-9d42-4134-ba92-78f2bf45d31d,674e67f8-361e-4f65-894c-6b4381b940a6,c3138c6d-17bc-4363-ba33-07b620421254,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-302-A-24,Corrego do cédro_SHG,Santa Helena de Goiás,GO,MACRO III,REC 302,2024/25,Safra,10/31/2024,2/25/2025,-17.847696,-50.720696,500,Lucas Pereira,TORMENTA CE,BMX TORMENTA CE,CHECK,Faixa,21,300,76,4,140
c034cdd6-e6d7-4ca8-8648-b1bd99178008,faaf3e69-3440-4747-afd4-97c6f9b2c007,436d2718-f6a4-4467-9094-364c89e4f361,5018d515-ea55-42d5-afb6-f1a9879fb3ce,cea7f5ab-9542-41b4-a62e-fe6496faace9,M4-402-B-24,Fazenda Bananal,Diamantino,MT,MACRO IV,REC 402,2024/25,Safra,10/11/2024,2/8/2025,-14.6071,-56.37197,269,Josélia Portilho,NC25-51243-8,NC25-51243-8,LINHAGEM,Faixa,25,300,79,4,125
c0359e5c-e67f-4cc5-8325-bde521c28317,1155c276-c8fe-4c4a-8347-e780bf040ead,febbb7dd-38d8-460b-92d4-239821a94097,868a5842-4e3b-4fe4-b42d-8f84f503797f,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M1-102-H-24,SÍTIO VACCA,Cruzeiro do Iguaçu,PR,MACRO I,REC 102,2024/25,Safra,10/17/2024,2/14/2025,-25.355,-53.091,465,RAQUEL BARTOLOMEU,SC25-7937-4,SC25-7937-4,LINHAGEM,Faixa,7,250,59,4,68
c0aea96a-fc3e-4552-81e2-21e406a58c22,3e1c0fb7-9d42-4134-ba92-78f2bf45d31d,545a5a28-7d07-4f11-9391-d650d22e45af,c3138c6d-17bc-4363-ba33-07b620421254,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-302-A-24,Corrego do cédro_SHG,Santa Helena de Goiás,GO,MACRO III,REC 302,2024/25,Safra,10/31/2024,2/25/2025,-17.847696,-50.720696,500,Lucas Pereira,NC25-42295-3,NC25-42295-3,LINHAGEM,Faixa,15,300,74,4,130
c0dba2de-cd64-4df3-a7dd-a72dbc737703,afe1fe97-def7-4802-befc-e0d295194de1,a3101db6-7374-476a-accd-2949e5c10e7f,564759b0-73ab-4aea-a312-96f25e699d5b,df4e05ad-5053-463d-a3c3-463d00849eb9,M3-303-A-24,Agro Firmino,Caldas Novas,GO,MACRO III,REC 303,2024/25,Safra,11/6/2024,3/3/2025,-17.611116,-48.654321,705,Rafael Ribeiro,79KA72,79KA72 CE,STINE,Faixa,30,300,79,4,128
c0dd3f16-fabe-4d86-94d5-dd9af6bd3c8e,cef40eb7-530a-4952-b16d-79fb93e9e75f,7dad3bcb-43a8-4269-98af-adf8e6d84be9,99a40bd5-b361-4b2b-93e7-1e3564984990,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-C-24,Costa Beber,Santo Augusto,RS,MACRO I,REC 102,2024/25,Safra,11/20/2024,4/14/2025,0,0,0,ANDRE LUIS DOS SANTOS RITTER,SE25-1842-1,SE25-1842-1,LINHAGEM,Faixa,9,250,57,4,98
c0ebd775-4657-4002-a869-642bad1fc881,3e1c0fb7-9d42-4134-ba92-78f2bf45d31d,04ee5a1b-e2f1-4e48-af9d-511e8998f1c6,c3138c6d-17bc-4363-ba33-07b620421254,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-302-A-24,Corrego do cédro_SHG,Santa Helena de Goiás,GO,MACRO III,REC 302,2024/25,Safra,10/31/2024,2/25/2025,-17.847696,-50.720696,500,Lucas Pereira,B�NUS IPRO,BMX BÖNUS IPRO,CHECK,Faixa,31,300,79,4,140
c1017526-d14a-4473-b672-8f0011e39d37,19c16505-a5f7-4186-8e05-321fd128b020,48db2370-5c33-4c65-b7d6-35cb7bc7c8cb,06808f13-42e9-45c2-9488-6e1b773718a6,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M1-102-E-24,FAZENDA 3 GERAÇÕES,Dois Vizinhos,PR,MACRO I,REC 102,2024/25,Safra,10/16/2024,2/24/2025,-25.74063,-53.130417,645,RAQUEL BARTOLOMEU,53I54 IPRO,DM 53I54 RSF IPRO,CHECK,Faixa,3,250,54,4,85
c15065fd-eb93-4ddf-b162-cab45351c9c3,000c175b-7af1-435e-85a5-da1bcc47feb9,e3cdfb75-6497-418d-8af9-2c45b7985e29,9396310c-0c93-49dc-9e82-6ebaf4a9efa6,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-L-24,fazenda Noro,Sinop,MT,MACRO IV,REC 402,2024/25,Safra,10/19/2024,2/13/2025,-11.681492,-55.541479,350,Luiz Penna,77EA40,77EA40 E,STINE,Faixa,21,300,77,4,120
c15557d1-ba81-4ea9-8310-0a732e17340a,af04febc-a4bf-4e06-ba51-f2be7aa3193c,7bf5f40d-c6e4-4eed-9fae-adbdee6cbd3e,03c33e63-b9ed-4572-ba19-35f2084ce29e,589904d8-eb5c-48cc-a8e0-ad3398f7f373,M2-204-B-24,Maisa,Dourados,MS,MACRO II,REC 204,2024/25,Safra,10/24/2024,3/1/2025,0,0,0,Luis Tosin ,NC25-49859-7,NC25-49859-7,LINHAGEM,Faixa,29,260,70,4,54
c198e729-cc15-49eb-bc83-419036d456ba,7170c336-a62f-448e-9ced-cafcebb8fe6a,51ad517c-197e-47fd-be20-3476086f73b8,8489999e-b5f5-42d5-9898-8cb0def425f7,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-C-24,Fazenda Carandá II,Nova Mutum,MT,MACRO IV,REC 402,2024/25,Safra,10/21/2024,2/10/2025,-13.5204,-55.3329,500,Lara Martins,NC25-60031-5,NC25-60031-5,LINHAGEM,Faixa,36,300,81,4,117
c1a9bc8b-5145-4140-bc6f-1ea2af124a9d,93b4d9cf-73ac-4ba7-9089-2f13c4af0ad1,1cb56a2b-039a-4d74-96f1-6bb2d322b9d1,6e37f26a-6e29-450b-b77e-0d471ba4a684,b3c863ab-5a70-433e-8f85-d3b2b695e14b,M2-204-C-24,Recanto,Sidrolândia,MS,MACRO II,REC 204,2024/25,Safra,10/25/2024,2/27/2025,-21.06344,-55.03496,485,Luiz Neves,NC25-56656-5,NC25-56656-5,LINHAGEM,Faixa,24,300,76,4,150
c1d58a05-3d43-4ecc-8a93-faaa4a442aed,36b3844d-d11d-4432-ae66-d00614f08f6a,2dfe8bf0-b078-4b73-ba4c-dd69e1c32596,72f0c8c0-97f7-4dc2-ada1-e4160602a0f7,7e3a92bf-2ddd-4c2a-a9a1-7ee7b42924db,M3-303-B-24,GM SEEDS,Tupaciguara,MG,MACRO III,REC 303,2024/25,Safra,10/30/2024,3/2/2025,-18.53419,-48.73291,889,Fúlvio Gibello,NC25-51943-4,NC25-51943-4,LINHAGEM,Faixa,8,300,69,4,133
c1eeeeff-a3f6-4e67-84f8-a0ed18b42633,37178bfc-5d77-4b64-b5c3-1d737eda19a1,c61f3a08-a473-4b53-bd50-ebe328067eed,cb98811e-0700-4187-83f9-09f6e3219375,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-K-24,fazenda Bom Jesus,Ipiranga do Norte,MT,MACRO IV,REC 402,2024/25,Safra,10/13/2024,2/6/2025,-11.832869,-56.129577,380,Luiz Penna,TORMENTA CE,BMX TORMENTA CE,CHECK,Faixa,17,300,76,4,111
c1f01bcc-f7c6-4b5d-a4de-45ac204cad22,17880cbc-7ee3-4552-9b98-a541391b3504,066c2878-a88e-4bbe-8e3a-8cb007ee06ac,e339a07a-37bb-4e51-bd5d-dece7d94a8e6,df4e05ad-5053-463d-a3c3-463d00849eb9,M4-405-B-24,Marina,Correntina,BA,MACRO IV,REC 405,2024/25,Safra,11/12/2024,3/11/2025,0,0,0,Rafael Ribeiro,NC25-56656-5,NC25-56656-5,LINHAGEM,Faixa,2,300,76,4,115
c1f88caf-66c1-43eb-a673-58b6f66f9d8c,fb30615d-d664-49ce-a485-c066504320ce,ebc48aa8-89eb-4534-b2d3-fb078c808574,e8a1b2d2-5acb-4c8b-946e-9fff64bf02fd,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-301-A-24,Ariranha,Jataí,GO,MACRO III,REC 301,2024/25,Safra,10/27/2024,2/18/2025,-17.942772,-51.894151,840,Lucas Pereira,OLIMPO IPRO,BMX OLIMPO IPRO,CHECK,Faixa,30,300,79,4,130
c214f960-50ef-4870-9364-756eea1d862d,c8b45d86-f9b9-47f6-9565-0c9eec9a481a,f3f4007b-ed34-4868-89ff-183696d848ab,59352eac-2abb-4387-9e55-20c951a08747,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-A-24,CHÁCARA BONACIO,Tupãssi,PR,MACRO II,REC 201,2024/25,Safra,9/28/2024,1/27/2025,-24.620146,-53.455002,580,RAQUEL BARTOLOMEU,V�NUS CE,BMX VÊNUS CE,CHECK,Faixa,11,250,57,4,83
c2182dcb-a1f9-4568-9fb6-c040c11bbecc,7170c336-a62f-448e-9ced-cafcebb8fe6a,77e88293-df4a-4596-a60d-5b3fdb094a17,8489999e-b5f5-42d5-9898-8cb0def425f7,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-C-24,Fazenda Carandá II,Nova Mutum,MT,MACRO IV,REC 402,2024/25,Safra,10/21/2024,2/10/2025,-13.5204,-55.3329,500,Lara Martins,NC25-96785-6,NC25-96785-6,LINHAGEM,Faixa,5,300,70,4,101
c2246526-4590-46f1-94f8-257a4d18db9e,ff3477ef-e4a6-4b32-9330-fb746148b538,ea31ca51-00b8-4287-84e8-7ab39c97081d,d1989909-ceae-43f1-a8f5-bbd408ab2e20,d33a313f-61f2-4e0b-b04c-ad12b9ec7534,M5-501-A-24,Fazenda Cajueiro,Balsas,MA,MACRO V,REC 501,2024/25,Safra,11/15/2024,3/14/2025,-7.221256,-45.968977,350,Guilherme Leal,76KA72,76KA72 CE,STINE,Faixa,4,300,76,4,64
c2322160-b59c-481e-84ee-57268b57db54,6b54b493-ef49-4e9a-92b4-004ca16502c7,e44dda86-24da-4dca-977b-e282b4f467fe,65aa227c-8cc3-4f07-8e99-68e458e847e4,7e3a92bf-2ddd-4c2a-a9a1-7ee7b42924db,M3-303-D-24,Água Santa,Tupaciguara,MG,MACRO III,REC 303,2024/25,Safra,10/28/2024,3/2/2025,-18.68693,-48.70319,845,Fúlvio Gibello,NC25-585-5,NC25-585-5,LINHAGEM,Faixa,20,300,75,4,127
c25b4929-5f12-4a15-8422-444825496a88,17880cbc-7ee3-4552-9b98-a541391b3504,5b8c406f-5c29-4fd0-ac71-f143e474ab5a,e339a07a-37bb-4e51-bd5d-dece7d94a8e6,df4e05ad-5053-463d-a3c3-463d00849eb9,M4-405-B-24,Marina,Correntina,BA,MACRO IV,REC 405,2024/25,Safra,11/12/2024,3/11/2025,0,0,0,Rafael Ribeiro,B�NUS IPRO,BMX BÖNUS IPRO,CHECK,Faixa,12,300,79,4,110
c268abb5-2513-4efb-a5f8-03ecd764bc98,93b4d9cf-73ac-4ba7-9089-2f13c4af0ad1,c0504518-8c9e-48ed-8bf1-60c16d7d3b62,6e37f26a-6e29-450b-b77e-0d471ba4a684,b3c863ab-5a70-433e-8f85-d3b2b695e14b,M2-204-C-24,Recanto,Sidrolândia,MS,MACRO II,REC 204,2024/25,Safra,10/25/2024,2/27/2025,-21.06344,-55.03496,485,Luiz Neves,79KA72,79KA72 CE,STINE,Faixa,33,300,79,4,150
c2694bd9-a630-4527-bfe5-98ba0708a2ae,c8b45d86-f9b9-47f6-9565-0c9eec9a481a,6e04cab2-87a9-45e0-a51b-7088223a9e2d,59352eac-2abb-4387-9e55-20c951a08747,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-A-24,CHÁCARA BONACIO,Tupãssi,PR,MACRO II,REC 201,2024/25,Safra,9/28/2024,1/27/2025,-24.620146,-53.455002,580,RAQUEL BARTOLOMEU,SC25-5075-8,SC25-5075-8,LINHAGEM,Faixa,31,250,64,4,108
c2721189-c388-4894-8f3a-0dfb08256dc3,19c16505-a5f7-4186-8e05-321fd128b020,1cfb9836-d271-4a46-a685-0792493e9d94,06808f13-42e9-45c2-9488-6e1b773718a6,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M1-102-E-24,FAZENDA 3 GERAÇÕES,Dois Vizinhos,PR,MACRO I,REC 102,2024/25,Safra,10/16/2024,2/24/2025,-25.74063,-53.130417,645,RAQUEL BARTOLOMEU,SC25-2871-4,SC25-2871-4,LINHAGEM,Faixa,30,250,64,4,81
c2994d9a-9265-405d-b576-b7a32115c69d,a09202c2-f0e8-4227-8d31-42f30d0ead47,e199c831-fbc0-4267-8cf4-69b47c443483,9ac6429e-ec51-4764-a767-7c89528ba0d6,586073f9-041b-4931-9e42-b44975c8b383,M4-401-F-24,Ponte de Pedra,Itiquira,MT,MACRO IV,REC 401,2024/25,Safra,10/28/2024,2/25/2025,-17.1054,-54.7112,485,Tamila Ribeiro,79KA72,79KA72 CE,STINE,Faixa,30,300,79,4,130
c2a2b825-bb29-4312-a81e-f31e13fddd10,fcc24962-e841-44d4-bd51-3dbddbd8aa63,51ecd1c8-3743-4baf-949b-f5ccc6a72311,7001996a-2024-4068-bad3-bb65e80b77d3,7e3a92bf-2ddd-4c2a-a9a1-7ee7b42924db,M3-303-C-24,Nossa Senhora Aparecida,Araguari,MG,MACRO III,REC 303,2024/25,Safra,10/23/2024,3/1/2025,-18.7335,-47.98095,950,Fúlvio Gibello,SC25-5075-8,SC25-5075-8,LINHAGEM,Faixa,3,300,64,4,136
c2c2be9a-ebcd-4815-bbdf-4dd4c0ef69b4,bd942fa3-2fd6-4f2f-9153-0cf3564c9e51,5c823ae3-eeb5-440a-95af-1ae1aba16262,669a5d5d-a060-4db6-a739-8cc593173ef9,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-D-24,SÍTIO SÃO JOSÉ,Astorga,PR,MACRO II,REC 201,2024/25,Safra,11/9/2024,3/18/2025,-23.281916,-51.747794,700,RAQUEL BARTOLOMEU,ST 580 I2X,ST 580 I2X,CHECK,Faixa,5,250,58,4,63
c3175824-3a1d-486e-8182-69c5343ef099,0c0782be-c471-4d35-9390-90d194dc5650,e5a6fa7c-08e2-4f69-990c-5d3de53dd94e,b0787698-f536-40f0-9342-ec7b1c14e62d,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-E-24,VALIDAR AGRO,Cascavel,PR,MACRO II,REC 201,2024/25,Safra,9/29/2024,2/7/2025,-24.981677,-53.349748,780,RAQUEL BARTOLOMEU,SC25-8700-3,SC25-8700-3,LINHAGEM,Faixa,26,250,62,4,77
c31d7e79-cc02-49a0-befc-f0298a9f859d,d335f636-b754-43c3-a2d1-7f1f126c8dc1,3c83b48b-7a0f-4223-898e-41bdc9318d95,36a5f5db-1493-4901-9b84-4f1f67c8da46,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-G-24,Sementes ROOS,Não-Me-Toque,RS,MACRO I,REC 102,2024/25,Safra,11/14/2024,,0,0,0,ANDRE LUIS DOS SANTOS RITTER,DM 56I59 IPRO,DM 56I59 RSF IPRO,CHECK,Faixa,8,250,56,4,81
c32157e7-1b11-4d73-b4c1-e20cce7cc924,93b4d9cf-73ac-4ba7-9089-2f13c4af0ad1,0591a837-5e63-42a5-90cc-c6931d058611,6e37f26a-6e29-450b-b77e-0d471ba4a684,b3c863ab-5a70-433e-8f85-d3b2b695e14b,M2-204-C-24,Recanto,Sidrolândia,MS,MACRO II,REC 204,2024/25,Safra,10/25/2024,2/27/2025,-21.06344,-55.03496,485,Luiz Neves,SC25-2871-4,SC25-2871-4,LINHAGEM,Faixa,2,300,64,4,130
c353878d-6090-4e04-af4d-ca9ab1410cd6,ba23c99d-5a60-454a-b6cb-53cb22c6beff,9f5669c7-a40a-4303-90da-7407e109a5dd,73aa5e8b-f1a4-4489-a5d6-aa53c6b2a9a7,dc5ab980-65ce-4491-9a4b-341e27c4bec3,M4-403-A-24,Córrego Fundo,Água Boa,MT,MACRO IV,REC 403,2024/25,Safra,11/3/2024,3/7/2025,-13.6462318,-52.6649138,450,Maklane Duarte,NC25-60864-1,NC25-60864-1,LINHAGEM,Faixa,38,300,82,4,130
c37106e2-f1d0-45c0-9e9b-e0eb31cee6c5,6b9c3087-3c27-4802-b46a-5b9c64acff35,b2524ca3-abfa-4f81-8162-e666e3aa3709,c49350e4-813d-4d50-993b-c20b88420beb,df4e05ad-5053-463d-a3c3-463d00849eb9,M3-304-B-24,Agrícola Gransafra,Luziânia,GO,MACRO III,REC 304,2024/25,Safra,11/9/2024,3/7/2025,-16.462851,-47.955813,960,Rafael Ribeiro,NC25-41248-5,NC25-41248-5,LINHAGEM,Faixa,32,300,80,4,120
c37c3b59-b3a1-4aeb-9a53-f17e8e674c95,cef40eb7-530a-4952-b16d-79fb93e9e75f,41cbaaab-d308-4b71-b532-e965103fb6d0,99a40bd5-b361-4b2b-93e7-1e3564984990,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-C-24,Costa Beber,Santo Augusto,RS,MACRO I,REC 102,2024/25,Safra,11/20/2024,4/14/2025,0,0,0,ANDRE LUIS DOS SANTOS RITTER,FÚRIA CE,BMX FÚRIA CE,CHECK,Faixa,32,250,65,4,110
c39a7b07-9db3-4dd1-8b52-9d427ff4041b,faaf3e69-3440-4747-afd4-97c6f9b2c007,465d0e4a-15d5-45ea-a675-f73ac63caca5,5018d515-ea55-42d5-afb6-f1a9879fb3ce,cea7f5ab-9542-41b4-a62e-fe6496faace9,M4-402-B-24,Fazenda Bananal,Diamantino,MT,MACRO IV,REC 402,2024/25,Safra,10/11/2024,2/8/2025,-14.6071,-56.37197,269,Josélia Portilho,80KA72,80KA72 CE,STINE,Faixa,35,300,80,4,131
c3a1cdac-5420-46a1-8581-9d4f4bd3c6a2,0c0782be-c471-4d35-9390-90d194dc5650,48db2370-5c33-4c65-b7d6-35cb7bc7c8cb,b0787698-f536-40f0-9342-ec7b1c14e62d,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-E-24,VALIDAR AGRO,Cascavel,PR,MACRO II,REC 201,2024/25,Safra,9/29/2024,2/7/2025,-24.981677,-53.349748,780,RAQUEL BARTOLOMEU,53I54 IPRO,DM 53I54 RSF IPRO,CHECK,Faixa,3,250,54,4,0
c3d6a16b-0edf-429a-9554-0d8b2538e37e,c3ae5cbb-559c-4395-888b-f692d9f5851d,34772627-7b1a-4a6a-a0a3-e03b48e866f4,9e09bbd0-f32d-45e9-b38a-8f5f8b90283f,df4e05ad-5053-463d-a3c3-463d00849eb9,M3-304-A-24,AgroROSSO 1,São Miguel do Passa Quatro,GO,MACRO III,REC 304,2024/25,Safra,11/8/2024,3/6/2025,-16.836499,-48.446628,1010,Rafael Ribeiro,B�NUS IPRO,BMX BÖNUS IPRO,CHECK,Faixa,28,300,79,4,120
c3e7639f-f15e-4ace-8d29-681d70eb758f,224caba5-91ed-4707-8b3a-5790aff5b00e,1f3dc6c0-4d6c-4390-b19d-526c55ef8996,7dd6d2d7-f83f-47be-9967-26fb952c9d5a,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-J-24,Sitio Cebola,Ipiranga do Norte,MT,MACRO IV,REC 402,2024/25,Safra,10/16/2024,2/9/2025,-12.2005,-56.1044,385,Lara Martins,NC25-46045-2,NC25-46045-2,LINHAGEM,Faixa,8,300,72,4,113
c3f123e8-bf22-4606-bd21-8c194c81316b,9cea9d76-6168-4d49-a765-d2d49447cb1c,3bff4fa7-514a-4de4-a232-ff47e4bee68b,46a26871-132b-4fbf-bb8c-0c43f1226ad9,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-F-24,Fazenda Santana ,Sorriso,MT,MACRO IV,REC 402,2024/25,Safra,10/16/2024,2/9/2025,-12.385359,-55.593431,380,Luiz Penna,DM 74K75 CE,DM 74K75 RSF CE,CHECK,Faixa,13,300,74,4,118
c425ed70-59d0-48b3-a8b6-5d021a8d80ff,c8b45d86-f9b9-47f6-9565-0c9eec9a481a,2c209340-222f-4837-b679-00957a83acdf,59352eac-2abb-4387-9e55-20c951a08747,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-A-24,CHÁCARA BONACIO,Tupãssi,PR,MACRO II,REC 201,2024/25,Safra,9/28/2024,1/27/2025,-24.620146,-53.455002,580,RAQUEL BARTOLOMEU,SC25-97486-6,60KA32 CE,DP2,Faixa,21,250,61,4,97
c43f269a-1d8f-4ad2-96f0-d061b89830bd,47e01037-7e89-4831-9867-4df0da3108f3,d1557b6d-befc-4329-a3f9-bad9a938ff02,193ce1de-1af9-4d38-a44c-0f1a8970adcb,967f1c7d-13a5-48fb-ae7a-6871212afdb0,M5-501-C-24,Fazenda Porteira,Brejinho de Nazaré,TO,MACRO V,REC 501,2024/25,Safra,11/13/2024,3/12/2025,-10.92696,-48.62429,260,Pedro Lucas Ramos,NC25-41248-5,NC25-41248-5,LINHAGEM,Faixa,16,300,80,4,105
c43f514e-0994-4234-8ac6-61672ac377d2,47e01037-7e89-4831-9867-4df0da3108f3,57e84b54-f2f6-4e74-8916-50d16e8e2a3a,193ce1de-1af9-4d38-a44c-0f1a8970adcb,967f1c7d-13a5-48fb-ae7a-6871212afdb0,M5-501-C-24,Fazenda Porteira,Brejinho de Nazaré,TO,MACRO V,REC 501,2024/25,Safra,11/13/2024,3/12/2025,-10.92696,-48.62429,260,Pedro Lucas Ramos,NC25-74541-8,NC25-74541-8,LINHAGEM,Faixa,33,300,86,4,117
c460a4cc-aece-47af-aa8e-d98e76666258,224caba5-91ed-4707-8b3a-5790aff5b00e,f57dcc04-4ec3-4f02-a491-aa848bc1cb1d,7dd6d2d7-f83f-47be-9967-26fb952c9d5a,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-J-24,Sitio Cebola,Ipiranga do Norte,MT,MACRO IV,REC 402,2024/25,Safra,10/16/2024,2/9/2025,-12.2005,-56.1044,385,Lara Martins,NC25-62377-7,NC25-62377-7,LINHAGEM,Faixa,33,300,80,4,106
c4657e48-53d1-4391-be3f-aefac7a79834,afe1fe97-def7-4802-befc-e0d295194de1,ea750998-660d-4b94-9453-e5d23f0c3611,564759b0-73ab-4aea-a312-96f25e699d5b,df4e05ad-5053-463d-a3c3-463d00849eb9,M3-303-A-24,Agro Firmino,Caldas Novas,GO,MACRO III,REC 303,2024/25,Safra,11/6/2024,3/3/2025,-17.611116,-48.654321,705,Rafael Ribeiro,NC25-41248-8,NC25-41248-8,LINHAGEM,Faixa,31,300,80,4,143
c47283cf-c596-48ac-bae6-dfcb4408177f,7d7c83b0-437c-49dd-8974-9cefbf075bbf,188f14ba-030b-4a60-bd0c-f5e1c740b0f5,b33c3624-6107-4c18-9a37-f85064b13c09,12351e76-eed4-41fb-bf16-99fb41d513a8,M4-401-B-24,Estreito Ponte de Pedra Veneza,Montividiu,GO,MACRO IV,REC 401,2024/25,Safra,10/30/2024,2/19/2025,-17.121477,-51.170811,800,Lucas Pereira,NC25-96785-6,NC25-96785-6,LINHAGEM,Faixa,9,300,70,4,120
c472e93e-4219-4f2d-82ba-95d4688d2a4a,7d7c83b0-437c-49dd-8974-9cefbf075bbf,f4a1e612-58e5-44fd-b0f1-498f8e53b3c3,b33c3624-6107-4c18-9a37-f85064b13c09,12351e76-eed4-41fb-bf16-99fb41d513a8,M4-401-B-24,Estreito Ponte de Pedra Veneza,Montividiu,GO,MACRO IV,REC 401,2024/25,Safra,10/30/2024,2/19/2025,-17.121477,-51.170811,800,Lucas Pereira,76KA72,76KA72 CE,STINE,Faixa,23,300,76,4,130
c4d12f72-e84a-4974-856b-d75bb76f04f0,000c175b-7af1-435e-85a5-da1bcc47feb9,04d65984-13e7-4b13-9bb5-9c3757aced80,9396310c-0c93-49dc-9e82-6ebaf4a9efa6,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-L-24,fazenda Noro,Sinop,MT,MACRO IV,REC 402,2024/25,Safra,10/19/2024,2/13/2025,-11.681492,-55.541479,350,Luiz Penna,NC25-41248-8,NC25-41248-8,LINHAGEM,Faixa,31,300,80,4,117
c54f090f-8544-4bf1-99bb-2ad585b228e4,af04febc-a4bf-4e06-ba51-f2be7aa3193c,94b9fd9e-a233-4548-a8f1-3d0ef67a73c1,03c33e63-b9ed-4572-ba19-35f2084ce29e,589904d8-eb5c-48cc-a8e0-ad3398f7f373,M2-204-B-24,Maisa,Dourados,MS,MACRO II,REC 204,2024/25,Safra,10/24/2024,3/1/2025,0,0,0,Luis Tosin ,NC25-57837-7,NC25-57837-7,LINHAGEM,Faixa,36,260,74,4,51
c5833c61-622c-4381-a4e5-c7ae3b0e01d6,000c175b-7af1-435e-85a5-da1bcc47feb9,8fa3c28f-64ef-4851-85ea-4cd46e78c9c9,9396310c-0c93-49dc-9e82-6ebaf4a9efa6,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-L-24,fazenda Noro,Sinop,MT,MACRO IV,REC 402,2024/25,Safra,10/19/2024,2/13/2025,-11.681492,-55.541479,350,Luiz Penna,NC25-51243-2,NC25-51243-2,LINHAGEM,Faixa,24,300,79,4,126
c584178c-8bfe-4771-88d7-37f931a63391,17880cbc-7ee3-4552-9b98-a541391b3504,a21fdd3a-9bc2-4dd5-bb50-335e9ff03311,e339a07a-37bb-4e51-bd5d-dece7d94a8e6,df4e05ad-5053-463d-a3c3-463d00849eb9,M4-405-B-24,Marina,Correntina,BA,MACRO IV,REC 405,2024/25,Safra,11/12/2024,3/11/2025,0,0,0,Rafael Ribeiro,NC25-44371-1,NC25-44371-1,LINHAGEM,Faixa,8,300,79,4,100
c5e9c02e-3031-4f32-b486-06a22dc7f1e4,dec78dba-ccdb-48a0-9240-51fc8b0e3e96,d086f042-10f3-4928-b9b0-00a4e5a90938,4db9f327-5421-4971-84bb-8ce6ed788db4,cea7f5ab-9542-41b4-a62e-fe6496faace9,M4-402-A-24,Fazenda Aquidauana,Campo Novo do Parecis,MT,MACRO IV,REC 402,2024/25,Safra,10/15/2024,2/16/2025,-14.163552,-58.053603,437,Josélia Portilho,SPARTA I2X,BMX SPARTA I2X,CHECK,Faixa,34,300,80,4,91
c61f3329-c0b5-4082-909b-051a2d2f822d,19b6edb3-0c9d-493c-9879-afc7d6009b92,42d0892c-c96c-4fb3-ad3d-70c2060be702,65b84748-8a2c-4056-9ae7-d98022f8beb1,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-301-C-24,Invernadinha Lugar Indaiá,Mineiros,GO,MACRO III,REC 301,2024/25,Safra,10/22/2024,2/17/2025,-17.121477,-51.170811,900,Lucas Pereira,NC25-57837-7,NC25-57837-7,LINHAGEM,Faixa,16,300,74,4,140
c641cf75-7cc4-4900-b3e3-2f691d2eeb5f,e662ef65-d0ef-4abe-aeb5-129a0402a352,cbd5cb05-53cb-4130-a61b-7952a07f4305,bb22e0fd-b253-47a6-b47a-ca1e9aa0741b,586073f9-041b-4931-9e42-b44975c8b383,M4-401-D-24,Modelo,Rondonópolis,MT,MACRO IV,REC 401,2024/25,Safra,10/30/2024,3/5/2025,-16.6964,-54.6429,534,Tamila Ribeiro,NC25-51243-8,NC25-51243-8,LINHAGEM,Faixa,25,300,79,4,115
